# Program:featureCounts v2.0.3; Command:"/home/nilmbb/dmalcov/vigna/subread-2.0.3-source/bin/featureCounts" "-p" "--countReadPairs" "-t" "exon" "-g" "gene_id" "-a" "v6.gtf" "-o" "VR4R1counts.txt" "alignments/VR4R1/VR4R1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/VR4R1/VR4R1Aligned.sortedByCoord.out.bam
gene:Vradi07g31400	CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1	55462960;55463617;55463842;55464255;55464397;55464934;55465396;55465588;55465768;55466026;55466335;55466971	55463394;55463718;55464085;55464323;55464493;55465140;55465511;55465692;55465940;55466116;55466484;55467338	+;+;+;+;+;+;+;+;+;+;+;+	2157	992
gene:Vradi07g31410	CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1	55469955;55470958;55471222;55472205;55472534;55472892;55473195;55473350	55470699;55471075;55471445;55472429;55472672;55473092;55473267;55473612	+;+;+;+;+;+;+;+	1988	96
gene:Vradi07g31420	CM003510.1;CM003510.1;CM003510.1	55473992;55474619;55474982	55474512;55474896;55475218	-;-;-	1036	2367
gene:Vradi07g31430	CM003510.1;CM003510.1;CM003510.1	55487841;55489258;55489572	55488865;55489325;55489979	-;-;-	1501	67
gene:Vradi07g31440	CM003510.1;CM003510.1;CM003510.1	55497022;55498484;55499470	55497202;55498710;55499598	-;-;-	537	62
gene:Vradi07g31450	CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1;CM003510.1	55543451;55543564;55543731;55543889;55544646;55544860;55545193;55545604;55545890;55545967	55543462;55543653;55543812;55544568;55544774;55544919;55545489;55545831;55545906;55546426	-;-;-;-;-;-;-;-;-;-	2055	0
gene:Vradi07g31460	CM003510.1;CM003510.1	55547384;55548700	55548576;55549237	-;-	1731	0
gene:Vradi07g31470	CM003510.1;CM003510.1;CM003510.1	55583251;55585796;55586385	55583257;55586155;55586689	+;+;+	672	0
gene:Vradi08g00010	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	42533;42746;42982;43249;43900;44101;44304;44985;45384;45576;46202	42588;42823;43159;43329;44011;44201;44477;45089;45466;45636;46606	-;-;-;-;-;-;-;-;-;-;-	1434	2216
gene:Vradi08g00020	CM003511.1	49054	49204	+	151	0
gene:Vradi08g00030	CM003511.1;CM003511.1;CM003511.1	60363;60724;68107	60629;60791;68269	+;+;+	498	1872
gene:Vradi08g00040	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	69572;71507;72457;73461;77034;78421;79446	70097;71664;72625;74492;77317;78729;80252	-;-;-;-;-;-;-	3285	1567
gene:Vradi08g00050	CM003511.1;CM003511.1	82372;83920	83581;84240	-;-	1531	1163
gene:Vradi08g00060	CM003511.1;CM003511.1	119142;119616	119438;119990	-;-	672	48
gene:Vradi08g00070	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	120664;121560;122149;122401;122569;123381;123589;129565;130287;131001;131603;132059;132695;132868	121475;122039;122285;122489;122984;123470;123847;130190;130772;131134;131697;132492;132784;133150	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4431	2392
gene:Vradi08g00080	CM003511.1;CM003511.1;CM003511.1;CM003511.1	160787;161429;161718;162081	161171;161619;161817;162686	+;+;+;+	1282	860
gene:Vradi08g00090	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	169033;169335;170259;170976;171490;172069;173052;175064;175621;175948;177022;179084;179850	169257;169512;170331;171093;171563;172205;173115;175129;175690;176052;177163;179180;181041	+;+;+;+;+;+;+;+;+;+;+;+;+	2541	148
gene:Vradi08g00100	CM003511.1;CM003511.1;CM003511.1	182305;184817;185251	183491;184893;185749	-;-;-	1763	510
gene:Vradi08g00110	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	187420;187751;187891;188212;188436	187650;187809;187953;188272;188441	-;-;-;-;-	420	495
gene:Vradi08g00120	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	188167;189482;189899;190992;191305;191651;192846;193054;193663;193927;194099;194315;195052;196121;196326;196536;197203;197353;197498;198648;198815;199894;200210;200529;201913;202708;202953;203130;203342;204137;204753;204996;206953;207568;207745;208418	188485;189586;190214;191216;191529;191719;192984;193118;193836;194009;194220;194393;195229;196181;196448;196733;197271;197429;197534;198732;199124;200118;200428;200597;202051;202859;203035;203251;203420;204314;204813;205118;207150;207678;207821;208751	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5229	1598
gene:Vradi08g00130	CM003511.1;CM003511.1	209659;212418	212201;212577	+;+	2703	72
gene:Vradi08g00140	CM003511.1;CM003511.1;CM003511.1;CM003511.1	220498;221432;223528;224251	221094;221756;223935;225017	+;+;+;+	2097	154
gene:Vradi08g00150	CM003511.1;CM003511.1	260082;261190	261112;262098	+;+	1940	824
gene:Vradi08g00160	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	263655;264284;264500;264726;265861;266248;266517;267071	264171;264411;264638;264831;266117;266390;266686;267444	-;-;-;-;-;-;-;-	1834	869
gene:Vradi08g00170	CM003511.1;CM003511.1;CM003511.1	279196;279946;280202	279603;280028;280502	-;-;-	792	1531
gene:Vradi08g00180	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	299146;300247;301198;301899;302972;303633;304071	299650;300932;301388;302334;303549;303939;304598	+;+;+;+;+;+;+	3231	3260
gene:Vradi08g00190	CM003511.1;CM003511.1;CM003511.1;CM003511.1	306644;306802;307049;307587	306719;306890;307129;307724	+;+;+;+	384	307
gene:Vradi08g00200	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	310747;312671;312988;313307;313620;314131;315185;317780	312488;312871;313185;313510;313790;315090;315244;317822	-;-;-;-;-;-;-;-	3579	1964
gene:Vradi08g00210	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	328115;329638;330464;330805;331073;331295;331493;331715;331933;332491;332687;332854;333061;333353;333969;334204;334474;334634;334796;335028;335269;335475	328640;330179;330672;330993;331206;331404;331599;331853;332049;332598;332758;332976;333220;333474;334106;334346;334536;334697;334931;335101;335395;335854	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3783	1675
gene:Vradi08g00220	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	341729;342852;343207;343412;343585;344136	342654;342935;343289;343499;343839;344427	+;+;+;+;+;+	1728	319
gene:Vradi08g00230	CM003511.1;CM003511.1	349608;349984	349686;350363	+;+	459	6
gene:Vradi08g00240	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	349973;351727;352912;353083;353378;353605;353785;353986;354680;354875;355245;356032;356198;356776;357013;357240;357681;358729	350115;351809;353003;353202;353467;353697;353869;354104;354793;355000;355347;356116;356443;356920;357142;357303;357917;359207	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2554	124
gene:Vradi08g00250	CM003511.1;CM003511.1	363018;364235	363755;364519	-;-	1023	22
gene:Vradi08g00260	CM003511.1;CM003511.1;CM003511.1	368929;370501;370772	369762;370655;370850	-;-;-	1068	215
gene:Vradi08g00270	CM003511.1	374280	374495	-	216	11
gene:Vradi08g00280	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	378477;379366;379601;380553;381947;382904	379184;379423;379650;380727;382082;382983	-;-;-;-;-;-	1207	423
gene:Vradi08g00290	CM003511.1;CM003511.1;CM003511.1	400032;400630;401292	400515;400936;401511	-;-;-	1011	0
gene:Vradi08g00300	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	403959;405935;406789;407003;407313;407542;408621;408774;408947;409176	404258;406021;406842;407148;407463;407622;408692;408847;409088;409226	+;+;+;+;+;+;+;+;+;+	1158	852
gene:Vradi08g00310	CM003511.1;CM003511.1;CM003511.1;CM003511.1	414055;414580;415042;416927	414218;414660;415200;416933	-;-;-;-	411	92
gene:Vradi08g00320	CM003511.1;CM003511.1;CM003511.1;CM003511.1	423764;424262;424643;425245	423827;424461;424876;426318	+;+;+;+	1572	131
gene:Vradi08g00330	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	427968;428875;430240;430701;433467;433749;433886;434808	428470;429008;430359;430862;433640;433799;433979;435102	-;-;-;-;-;-;-;-	1533	614
gene:Vradi08g00340	CM003511.1	439119	439649	+	531	0
gene:Vradi08g00350	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	442715;444602;444800;445464;446353;446658;447132;448937;449814;450386;451246;451387	443075;444722;444857;445533;446505;446842;448546;449330;449857;450776;451308;451724	+;+;+;+;+;+;+;+;+;+;+;+	3593	344
gene:Vradi08g00360	CM003511.1;CM003511.1	454506;455501	454807;455710	-;-	512	6
gene:Vradi08g00370	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	459524;459768;459963;460600;460835;463580	459577;459880;460092;460686;460936;463591	-;-;-;-;-;-	498	1931
gene:Vradi08g00380	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	466633;467530;467803;467985;469110;469303;469573;469775	466797;467672;467891;468059;469215;469388;469657;469856	+;+;+;+;+;+;+;+	831	14
gene:Vradi08g00390	CM003511.1;CM003511.1;CM003511.1	476037;486742;487368	476235;487267;487757	+;+;+	1115	4
gene:Vradi08g00400	CM003511.1;CM003511.1	505949;507017	506923;507606	-;-	1565	6
gene:Vradi08g00410	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	533200;533643;534308;534728;535512;535758;536018;536531	533556;533767;534412;534820;535586;535820;536127;536816	+;+;+;+;+;+;+;+	1214	500
gene:Vradi08g00420	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	538690;539980;540701;540900;542064;542300;542834;544259;547741;551145	539881;540059;540790;541010;542150;542341;542905;544354;549443;551234	-;-;-;-;-;-;-;-;-;-	3563	786
gene:Vradi08g00430	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	575000;576542;577991;578928;580116;580374;580834;581461;581861;582211;582358;582826;583195;583428	575352;576839;578330;578976;580187;580506;580954;581710;581965;582255;582456;583104;583331;583973	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2827	570
gene:Vradi08g00440	CM003511.1;CM003511.1;CM003511.1	584828;586093;587553	585359;586706;588717	-;-;-	2311	255
gene:Vradi08g00450	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	599970;600734;600894;601316;601643	600439;600794;600991;601477;601939	-;-;-;-;-	1088	69
gene:Vradi08g00460	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	603174;603742;604487;607475;607900;608496	603474;603873;604622;607605;607955;608613	-;-;-;-;-;-	874	499
gene:Vradi08g00470	CM003511.1;CM003511.1	707830;709053	707878;709321	-;-	318	885
gene:Vradi08g00480	CM003511.1;CM003511.1;CM003511.1;CM003511.1	717051;718712;719042;719697	717087;718929;719607;720825	+;+;+;+	1950	418
gene:Vradi08g00490	CM003511.1;CM003511.1;CM003511.1;CM003511.1	728686;731218;731735;732691	728956;731435;732300;733555	+;+;+;+	1920	13
gene:Vradi08g00500	CM003511.1;CM003511.1;CM003511.1	735155;736897;739122	735594;738120;739352	-;-;-	1895	5035
gene:Vradi08g00510	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	744198;744947;745562;746472;746617;746820;747662;747861;748796;749157;749464;750920;751107;751327;751620;752113;752758	744736;745003;745646;746519;746730;746951;747746;747940;749015;749398;749547;750968;751232;751436;751794;752254;752860	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2391	1818
gene:Vradi08g00520	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	770762;772094;772398;772696;772846;773120;773699;775738;776027;776490;777178;777634;778026	771214;772232;772465;772755;773049;773248;774376;775930;776220;776594;777317;777912;778912	+;+;+;+;+;+;+;+;+;+;+;+;+	3529	706
gene:Vradi08g00530	CM003511.1;CM003511.1	779328;780673	780074;780929	-;-	1004	608
gene:Vradi08g00540	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	783132;784296;785357;785630;786024;787521;787769;788904	783377;784796;785521;785812;786618;787633;787989;789637	+;+;+;+;+;+;+;+	2758	2496
gene:Vradi08g00550	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	794341;794738;794982;795676;795840;796454;796695;797060	794645;794830;795110;795780;796009;796606;796739;797075	-;-;-;-;-;-;-;-	1016	341
gene:Vradi08g00560	CM003511.1;CM003511.1;CM003511.1	815012;816352;816533	815596;816459;816547	-;-;-	708	5
gene:Vradi08g00570	CM003511.1;CM003511.1	831309;832525	832041;832869	-;-	1078	112
gene:Vradi08g00580	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	833195;833637;834462;835180;835725;836402;837569;838090	833539;833732;834545;835340;835842;836537;837747;838631	+;+;+;+;+;+;+;+	1661	2052
gene:Vradi08g00590	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	839761;840862;841034;841462;843602;844223	839799;840948;841135;843492;843727;844744	+;+;+;+;+;+	2907	18
gene:Vradi08g00600	CM003511.1	847708	848406	+	699	249
gene:ENSRNA050006547	CM003511.1	849212	849283	-	72	0
gene:Vradi08g00610	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	852874;854004;854277;854991;855355;855579;856062	853068;854162;854452;855268;855490;855690;856643	+;+;+;+;+;+;+	1638	12953
gene:Vradi08g00620	CM003511.1;CM003511.1;CM003511.1	857827;859152;859651	857860;859281;859756	-;-;-	270	316
gene:Vradi08g00630	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	871921;872153;872922;873386;874625;875649	872044;872499;873143;874092;875258;876089	+;+;+;+;+;+	2475	876
gene:Vradi08g00640	CM003511.1;CM003511.1	878752;879638	879544;880654	-;-	1810	92
gene:Vradi08g00650	CM003511.1;CM003511.1;CM003511.1;CM003511.1	885409;885567;885922;887107	885454;885829;886481;887281	-;-;-;-	1044	363
gene:Vradi08g00660	CM003511.1	900907	901560	-	654	1
gene:Vradi08g00670	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	935697;936606;936990;937545;938752	935890;936668;937097;937707;939278	+;+;+;+;+	1055	1314
gene:Vradi08g00680	CM003511.1;CM003511.1;CM003511.1;CM003511.1	941272;941838;942119;943512	941657;941948;942251;943922	-;-;-;-	1041	242
gene:Vradi08g00690	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	947444;948617;948817;949071;949267	947619;948731;948906;949169;949842	+;+;+;+;+	1056	860
gene:Vradi08g00700	CM003511.1	949979	950695	-	717	116
gene:Vradi08g00710	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	953539;953670;953865;955624;956025;956873;957138;957366;957570;957816;958052;958228;958541;958765;959079;959252;959457;959780;959983;960708;960866;961447	953577;953807;954024;955796;956288;957006;957273;957419;957716;957967;958133;958404;958684;958917;959146;959374;959556;959892;960631;960779;960964;961872	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3603	88
gene:Vradi08g00720	CM003511.1	966630	966908	+	279	231
gene:Vradi08g00730	CM003511.1	985426	987216	+	1791	314
gene:Vradi08g00740	CM003511.1;CM003511.1;CM003511.1;CM003511.1	995186;996347;996482;996613	995383;996403;996541;996759	+;+;+;+	462	135
gene:Vradi08g00750	CM003511.1;CM003511.1	1015272;1015877	1015653;1015953	+;+	459	545
gene:Vradi08g00760	CM003511.1;CM003511.1	1031575;1032438	1032179;1034109	-;-	2277	657
gene:Vradi08g00770	CM003511.1	1049689	1050210	+	522	0
gene:Vradi08g00780	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	1070272;1075760;1076046;1077181;1078213;1081193;1081995;1085299;1085501;1085701;1086388;1086574	1071959;1075958;1076518;1077328;1078325;1081541;1082153;1085431;1085584;1085789;1086499;1086837	-;-;-;-;-;-;-;-;-;-;-;-	3811	1208
gene:Vradi08g00790	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	1097710;1099346;1099673;1100211;1101934	1099032;1099532;1100122;1101095;1102672	-;-;-;-;-	3584	12
gene:Vradi08g00800	CM003511.1	1110733	1111038	+	306	0
gene:Vradi08g00810	CM003511.1;CM003511.1	1111639;1114857	1112132;1115427	-;-	1065	213
gene:Vradi08g00820	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	1122353;1122835;1123221;1123965;1124654;1124818;1125121;1125298;1125586	1122428;1122901;1123458;1124131;1124731;1124950;1125212;1125354;1126316	+;+;+;+;+;+;+;+;+	1639	147
gene:Vradi08g00830	CM003511.1	1127059	1127931	-	873	53
gene:Vradi08g00840	CM003511.1;CM003511.1	1137153;1138133	1137428;1138237	+;+	381	1078
gene:Vradi08g00850	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	1140133;1140634;1141563;1141786;1142527	1140553;1140699;1141688;1141960;1142784	-;-;-;-;-	1046	1403
gene:Vradi08g00860	CM003511.1;CM003511.1;CM003511.1	1162081;1163026;1165291	1162586;1164763;1165596	-;-;-	2550	25
gene:Vradi08g00870	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	1170942;1171706;1171955;1172876;1175251	1171394;1171828;1172137;1173682;1175597	-;-;-;-;-	1913	268
gene:Vradi08g00880	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	1197409;1197786;1198564;1198765;1199082;1199372;1199750;1200156;1200384;1200553;1201316;1203696;1204056;1204299;1204416;1204613;1204813;1204983	1197454;1197871;1198635;1198827;1199168;1199519;1199871;1200272;1200479;1200612;1201390;1203800;1204113;1204339;1204512;1204664;1204883;1205653	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2067	1503
gene:Vradi08g00890	CM003511.1;CM003511.1;CM003511.1	1207546;1207740;1209267	1207657;1207788;1209327	-;-;-	222	2
gene:Vradi08g00900	CM003511.1	1220157	1220504	+	348	0
gene:Vradi08g00910	CM003511.1;CM003511.1;CM003511.1	1230114;1231795;1233813	1230453;1233660;1233974	-;-;-	2368	120
gene:Vradi08g00920	CM003511.1;CM003511.1;CM003511.1;CM003511.1	1243148;1245081;1245466;1245744	1243447;1245220;1245591;1246337	+;+;+;+	1160	5260
gene:Vradi08g00930	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	1248780;1249441;1249817;1250450;1250713;1251694;1251886;1252105;1252341;1253120;1254022;1254274;1254509;1254850;1255336;1256358;1256744;1256985;1257447;1258219;1258393;1258550;1259884;1260154;1260644;1260828;1261730;1262201;1262539;1263136;1264381;1265352;1265577;1266001;1266615;1267095;1268165;1268339;1268581;1268892;1269060	1248894;1249725;1250010;1250590;1250883;1251793;1252004;1252227;1252412;1253212;1254135;1254396;1254694;1254924;1255487;1256492;1256889;1257050;1257553;1258299;1258467;1258651;1260052;1260299;1260739;1260928;1261871;1262275;1262689;1263757;1264441;1265497;1265760;1266099;1266985;1267271;1268261;1268494;1268811;1268975;1269528	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6352	2385
gene:Vradi08g00940	CM003511.1;CM003511.1;CM003511.1	1276114;1276347;1277107	1276118;1276657;1277156	+;+;+	366	9
gene:Vradi08g00950	CM003511.1;CM003511.1	1291349;1292600	1291467;1292777	-;-	297	26
gene:Vradi08g00960	CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1;CM003511.1	1299802;1300112;1300253;1300864;1300995;1302075;1303287;1303885	1300021;1300168;1300351;1300920;1301058;1302290;1303624;1304008	+;+;+;+;+;+;+;+	1175	74
